,p,dtrue,d,M,npc,means_ar,lambda_ar,intensity,mode_nclus,avg_nclus,avg_nonalloc,ari_best_clus,CI_aris
0,400,5,5,4,50,0.3391660094637224,0.07871428571428571,10,6,5.82125,0.83375,0.9139456506071235,"(0.9108753809631249, 0.9126104569159574)"
